N,MSW93_Order,MSW93_Family,MSW93_Genus,MSW93_Species,MSW93_Binomial,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterBirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,5-5_AdultBodyMass_g_EXT,16-2_LittersPerYear_EXT,5-6_NeonateBodyMass_g_EXT,5-7_WeaningBodyMass_g_EXT,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MRLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MRLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm
3396,Chiroptera,Vespertilionidae,Pipistrellus,tasmaniensis,Pipistrellus_tasmaniensis,NA,22.8,50,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,476882,-26.5,-43.64,-35.07,153.63,114.97,134.3,0,32.15,1,0.05,69.22,138.31,656.62,1053.9
3397,Chiroptera,Vespertilionidae,Pipistrellus,tenuis,Pipistrellus_tenuis,NA,5,33.03,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,8197183,36.25,-19.52,8.36,166.09,66.76,116.42,0,209.09,0,0.1,135.4,231.51,989.11,1491.91
3398,Rodentia,Muridae,Pithecheir,melanurus,Pithecheir_melanurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,-6.71,-6.89,-6.8,107.49,107.31,107.4,760,760,760,0.09,215,232,1619,1922
3399,Rodentia,Muridae,Pithecheir,parvus,Pithecheir_parvus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3988,3.65,3.19,3.42,102.48,101.65,102.07,42,265.3,42,0.13,177.25,251.75,1632.5,1743.52
3400,Primates,Cebidae,Pithecia,aequatorialis,Pithecia_aequatorialis,3,2380,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,178.8,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,113679,-0.48,-4.44,-2.46,-73.29,-77.85,-75.57,1,2.82,1,0.16,263.1,271.05,1400.17,1401.72
3401,Primates,Cebidae,Pithecia,albicans,Pithecia_albicans,3,2800,NA,394.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80794,-2.73,-5.63,-4.18,-62.08,-66.52,-64.3,0,1.11,0,0.08,176.07,263.33,1556.02,1598.37
3402,Primates,Cebidae,Pithecia,irrorata,Pithecia_irrorata,3,2320,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135692,-2.25,-14.05,-8.15,-55.26,-71.45,-63.36,0,2.29,0,0.22,176.67,250.5,1388.46,1574.46
3403,Primates,Cebidae,Pithecia,monachus,Pithecia_monachus,3,2110,NA,412.43,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1.02,NA,295.2,120,NA,8,NA,NA,2.5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2272019,1.47,-14.05,-6.29,-55.26,-77.85,-66.56,0,2.44,0,0.16,193.57,254.89,1427.32,1537.82
3404,Primates,Cebidae,Pithecia,pithecia,Pithecia_pithecia,3,1670,NA,347.09,NA,759.2,NA,NA,2,NA,161.23,1,0.04,0.04,448.03,1,NA,248.4,NA,NA,4.23,NA,966.39,2.7,NA,2,1,116.2,NA,NA,NA,1,NA,NA,1037798,8.86,-3.02,2.92,-49.88,-61.71,-55.79,0,3.17,0,0.1,156.99,254.2,1467.74,1698.92
3405,Rodentia,Capromyidae,Plagiodontia,aedium,Plagiodontia_aedium,1,1270,NA,299.99,NA,NA,NA,NA,3,NA,136.5,1,NA,NA,NA,1,NA,118.8,106,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,75199,19.95,17.6,18.77,-68.32,-74.47,-71.39,10,214.83,38,0.08,104.89,239.05,1406.39,1578.86
3406,Rodentia,Capromyidae,Plagiodontia,araeum,Plagiodontia_araeum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3407,Rodentia,Capromyidae,Plagiodontia,ipnaeum,Plagiodontia_ipnaeum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3408,Dasyuromorphia,Dasyuridae,Planigale,gilesi,Planigale_gilesi,2,9.44,NA,NA,NA,NA,13.1,9.45,NA,NA,15.74,1,NA,NA,341,6.1,2,60,0.0097,NA,740,NA,230.25,NA,NA,1,NA,99.4,4.95,NA,NA,NA,NA,NA,975073,-24.32,-34.64,-29.48,147.55,136.09,141.82,0,0.14,0,-0.00778,22.2,198.91,273.38,1220.51
3409,Dasyuromorphia,Dasyuridae,Planigale,ingrami,Planigale_ingrami,2,6.44,NA,NA,NA,NA,13.09,7.05,2,NA,NA,1,NA,NA,NA,7.48,2,15.6,NA,NA,NA,NA,NA,NA,NA,1,3,90,NA,NA,NA,NA,NA,NA,1080525,-11.11,-26.04,-18.58,150.02,117.14,133.58,0,0.44,0,0.0016,57.46,246.15,678.51,1640.84
3410,Dasyuromorphia,Dasyuridae,Planigale,maculata,Planigale_maculata,2,12.3,NA,NA,NA,NA,12.85,12.05,NA,NA,19.74,1,NA,NA,91,8,2,48,NA,NA,NA,NA,261.66,NA,NA,1,NA,70.3,2.2,NA,NA,NA,NA,NA,1262753,-10.69,-33.11,-21.9,153.63,114.61,134.12,0,4.93,0,0.06,74.36,234.83,813.42,1623.76
3411,Dasyuromorphia,Dasyuridae,Planigale,novaeguineae,Planigale_novaeguineae,2,14.9,NA,77.78,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,5649,-8.48,-9.84,-9.16,147.84,141.06,144.45,1,16.86,1,0.05,128.71,239.34,1447.32,1644
3412,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,Planigale_tenuirostris,2,6.37,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA,NA,211.5,5.99,2,36,NA,NA,NA,NA,230.25,NA,NA,1,NA,92.84,2.34,NA,NA,NA,NA,NA,1261841,-23.11,-33.95,-28.53,148.91,134.65,141.78,0,0.04,0,-0.14,23.02,199.59,282.95,1254.65
3413,Rodentia,Muridae,Platacanthomys,lasiurus,Platacanthomys_lasiurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87720,14.37,8.06,11.22,77.69,74.49,76.09,126,646.78,164,0.05,159.54,256.92,1072.25,1646.37
3414,Chiroptera,Phyllostomidae,Platalina,genovensium,Platalina_genovensium,NA,NA,47.96,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,16.6,NA,NA,NA,672990,-3.86,-17.36,-10.61,-71.32,-81.35,-76.34,0,41.31,2,0.1,76.45,152.25,875.25,1386.7
3415,Cetacea,Platanistidae,Platanista,gangetica,Platanista_gangetica,NA,93500,NA,NA,NA,NA,NA,NA,2,NA,304.16,1,NA,NA,NA,0.97,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,3,348.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3416,Cetacea,Platanistidae,Platanista,minor,Platanista_minor,NA,76000,NA,NA,NA,NA,NA,NA,2,NA,304.16,1,NA,NA,NA,1,NA,336,7000,NA,NA,NA,NA,NA,NA,NA,3,348.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3417,Chiroptera,Phyllostomidae,Platyrrhinus,aurarius,Platyrrhinus_aurarius,NA,34.8,51.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,434352,6.11,-0.48,2.81,-61.1,-74.77,-67.93,0,0.72,0,0.13,212.23,241.64,1559.01,1607.97
3418,Chiroptera,Phyllostomidae,Platyrrhinus,brachycephalus,Platyrrhinus_brachycephalus,NA,14.2,39,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6905773,10.74,-17.3,-3.27,-50.86,-79.7,-65.28,0,9.24,0,0.13,168.21,235.33,1378.06,1563.45
3419,Chiroptera,Phyllostomidae,Platyrrhinus,chocoensis,Platyrrhinus_chocoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40113,5.44,2.41,3.92,-76.05,-77.47,-76.76,5,77.93,6,0.11,361.44,207.91,1557.23,1721.52
3420,Chiroptera,Phyllostomidae,Platyrrhinus,dorsalis,Platyrrhinus_dorsalis,NA,26,47.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2202496,11.28,-26.5,-7.6,-54.57,-80.25,-67.41,0,31.47,0,0.1,134.82,201.83,1203.91,1435.48
3421,Chiroptera,Phyllostomidae,Platyrrhinus,helleri,Platyrrhinus_helleri,NA,13.4,38.09,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,10885925,18.91,-23.56,-2.32,-44.34,-98.78,-71.56,0,17.67,0,0.12,158.94,236.48,1334.56,1558.22
3422,Chiroptera,Phyllostomidae,Platyrrhinus,infuscus,Platyrrhinus_infuscus,NA,50.7,56.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2812368,6.59,-19.02,-6.21,-61.85,-80.65,-71.25,0,19.74,0,0.11,162.29,215.49,1301.09,1485.61
3423,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,Platyrrhinus_lineatus,NA,24.1,46.6,NA,NA,NA,32.19,21.9,2,NA,108.1,1,NA,NA,NA,0.98,2,122.4,8.3,46.49,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,6717966,11.63,-33.06,-10.71,-34.79,-79.74,-57.27,0,38.44,1,0.09,118.26,211.12,1128.68,1399.18
3424,Chiroptera,Phyllostomidae,Platyrrhinus,recifinus,Platyrrhinus_recifinus,NA,NA,41.49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,11,NA,NA,NA,2076551,-7.46,-29.67,-18.57,-34.81,-52.61,-43.71,1,70.73,3,0.07,112.17,214.97,1100.18,1396.81
3425,Chiroptera,Phyllostomidae,Platyrrhinus,umbratus,Platyrrhinus_umbratus,NA,25,45.49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1151726,12.46,-0.56,5.94,-60.56,-80.46,-70.51,0,62.93,1,0.12,134.77,237.9,1372.44,1653.51
3426,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,Platyrrhinus_vittatus,NA,37,57.11,81.99,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2096484,12.46,-19.72,-3.62,-61.23,-85.85,-73.54,0,45.65,1,0.11,136.79,199.26,1216.52,1514.99
3427,Chiroptera,Vespertilionidae,Plecotus,auritus,Plecotus_auritus,NA,8.12,37.71,NA,5.5,730,NA,NA,1,NA,65.29,1,NA,NA,NA,1.22,1,360,2.1,NA,NA,NA,293.09,NA,NA,2,3,41.84,5.7,NA,NA,NA,NA,NA,12452923,65.26,24.04,44.65,145.82,-10.47,67.67,0,110.07,1,0.02,50.42,46.77,449.95,625.22
3428,Chiroptera,Vespertilionidae,Plecotus,austriacus,Plecotus_austriacus,NA,6.72,39.69,41,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,8090042,55.38,10.06,32.72,119.32,-17.53,50.89,0,102.11,1,0.05,41.55,103.59,396.55,888.68
3429,Chiroptera,Vespertilionidae,Plecotus,mexicanus,Plecotus_mexicanus,NA,7.8,42.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,1.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,559891,31.07,18.14,24.6,-86.73,-109.76,-98.25,1,79.25,2,0.11,62.53,183.65,820.96,1367.87
3430,Chiroptera,Vespertilionidae,Plecotus,rafinesquii,Plecotus_rafinesquii,NA,9.08,43,NA,9,NA,NA,NA,1,NA,55.41,1,NA,NA,NA,1,1,121.2,2.45,NA,NA,144,182.49,NA,NA,2,3,20.99,NA,NA,NA,NA,NA,NA,1333257,40.66,24.94,32.8,-75.71,-95.31,-85.51,0,52.7,6,0.05,102.28,172.06,980.22,1083.72
3431,Chiroptera,Vespertilionidae,Plecotus,taivanus,Plecotus_taivanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,36066,25.29,21.9,23.6,122,120.04,121.02,70,676.6,73,0.03,160.5,165.8,NA,NA
3432,Chiroptera,Vespertilionidae,Plecotus,teneriffae,Plecotus_teneriffae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3051,28.84,27.63,28.24,-16.11,-18.16,-17.14,27,256.62,27,0.04,21,149,NA,NA
3433,Chiroptera,Vespertilionidae,Plecotus,townsendii,Plecotus_townsendii,NA,10.3,43.39,57.5,9,NA,NA,NA,1,NA,67.57,1,NA,NA,NA,1,1,254,2.4,NA,NA,NA,NA,NA,NA,2,3,41.04,NA,NA,NA,NA,NA,NA,4604872,53.26,16.67,34.97,-79.16,-125.09,-102.12,0,29.42,0,0.09,39.48,110.48,456.28,976.59
3434,Chiroptera,Pteropodidae,Plerotes,anchietai,Plerotes_anchietai,NA,NA,51.49,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,20.4,NA,NA,NA,200250,-7.94,-13.18,-10.56,31.61,14.94,23.27,4,14.97,5,0.14,105.99,212.54,920.98,1425.94
3435,Insectivora,Erinaceidae,Podogymnura,aureospinula,Podogymnura_aureospinula,1,NA,NA,199.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,832,10.47,9.81,10.14,125.7,125.48,125.59,92,144.02,92,0.02,NA,NA,NA,NA
3436,Insectivora,Erinaceidae,Podogymnura,truei,Podogymnura_truei,1,NA,NA,149.66,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,97,NA,NA,NA,94773,9.82,5.55,7.69,126.6,121.89,124.24,33,161.12,47,0.12,170.68,236.39,1567.81,1734.24
3437,Rodentia,Muridae,Podomys,floridanus,Podomys_floridanus,1,30.8,NA,107.29,16.5,NA,51.74,30.8,4,NA,NA,2,0.00281,0.00254,33,2.6,NA,88,2.4,NA,NA,NA,35,NA,NA,1,2,24.5,12.5,NA,NA,3.8,NA,NA,69082,29.95,25.32,27.63,-80.03,-83.17,-81.6,1,188.02,5,0.1,112.22,221.98,1204.17,1434.85
3438,Rodentia,Muridae,Podoxymys,roraimae,Podoxymys_roraimae,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239,5.33,4.98,5.16,-60.47,-60.88,-60.68,1,1.66,1,0.16,144.33,195,1567.64,1599.32
3439,Carnivora,Mustelidae,Poecilogale,albinucha,Poecilogale_albinucha,1,309,NA,305.83,32.14,NA,NA,NA,1,NA,32.59,1,NA,NA,243.33,2,1.5,62.4,4,NA,NA,NA,769.39,NA,4,1,3,76.06,NA,NA,NA,NA,NA,NA,6524644,2.56,-34.83,-16.13,40.84,8.69,24.76,0,35.42,2,0.17,89.96,215.35,945.08,1454.94
3440,Lagomorpha,Leporidae,Poelagus,marjorita,Poelagus_marjorita,1,2510,NA,470,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928031,11.12,-14.02,-1.44,35.89,13.9,24.89,0,26.88,1,0.08,108.17,240.37,1133.57,1593.41
3441,Rodentia,Muridae,Pogonomelomys,bruijni,Pogonomelomys_bruijni,NA,NA,NA,176.46,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,156,NA,NA,NA,10683,-0.89,-6.38,-3.63,142.82,130.63,136.72,1,5.43,1,0.11,296.04,253.19,1693.58,1724.6
3442,Rodentia,Muridae,Pogonomelomys,mayeri,Pogonomelomys_mayeri,NA,112,NA,144.78,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3092,-3.43,-6.57,-5,147.8,135.77,141.78,2,6.74,2,0.31,243.09,227.01,1719.97,1775
3443,Rodentia,Muridae,Pogonomelomys,sevia,Pogonomelomys_sevia,NA,54.9,NA,127.49,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,53262,-4.98,-6.84,-5.91,147.72,141.6,144.66,3,17.96,4,0.13,348.51,164.32,1645.22,1679.49
3444,Rodentia,Muridae,Pogonomys,championi,Pogonomys_championi,1,50.5,NA,122.08,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,315,-4.66,-4.84,-4.75,141.46,141.28,141.37,5,5,5,0.25,258,194,1764,1764
3445,Rodentia,Muridae,Pogonomys,loriae,Pogonomys_loriae,1,95.4,NA,136.37,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,245437,-1.07,-10.41,-5.74,151.29,133.83,142.56,1,10.06,1,0.11,291.61,215.58,1673.14,1691.89
3446,Rodentia,Muridae,Pogonomys,macrourus,Pogonomys_macrourus,1,47,NA,116.18,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,2.44,NA,29,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,431652,-0.6,-10.4,-5.5,152.4,132.96,142.68,1,9.16,2,0.14,256.55,224.66,1688.51,1720.76
3447,Rodentia,Muridae,Pogonomys,sylvestris,Pogonomys_sylvestris,1,41.7,NA,108.31,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA,128124,-1.05,-10.21,-5.63,149.7,133.77,141.74,2,12.18,2,0.1,276.55,188.29,1670.65,1697.14
3448,Carnivora,Viverridae,Poiana,richardsonii,Poiana_richardsonii,1,570,NA,381.04,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,2.23,NA,64,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2380416,8.55,-5.99,1.27,30.38,-11.49,9.44,0,21.39,1,0.12,154.45,243.58,1396.84,1554.49
3449,Primates,Hominidae,Pongo,pygmaeus,Pongo_pygmaeus,3,52100,NA,889.99,NA,3591.6,NA,NA,5,NA,260.08,2,3.92,3.84,2007.5,1,NA,720,1650,NA,2,1,2792.57,1,NA,2,2,1081.72,10600,NA,NA,0.46,NA,NA,262020,5.34,-2.67,1.33,117.37,96.58,106.97,1,20.22,4,0.16,246.96,236.3,1658.94,1690.17
3450,Cetacea,Platanistidae,Pontoporia,blainvillei,Pontoporia_blainvillei,NA,40500,NA,NA,NA,NA,NA,NA,2,NA,326.89,1,NA,NA,730,1,NA,192,NA,NA,NA,NA,859.11,NA,NA,NA,3,316.09,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3451,Artiodactyla,Suidae,Potamochoerus,larvatus,Potamochoerus_larvatus,1,68600,NA,NA,NA,NA,NA,NA,7,NA,121.73,1,4.55,NA,NA,2.73,NA,NA,NA,NA,0.4,7.2,NA,8,NA,1,2,NA,NA,NA,NA,NA,NA,NA,5892227,13.69,-34.44,-10.37,46.08,13.07,29.57,0,40.24,2,0.15,86.44,220.05,946.9,1502.66
3452,Artiodactyla,Suidae,Potamochoerus,porcus,Potamochoerus_porcus,2,70000,NA,1369.3,NA,NA,NA,NA,5,NA,120,1,NA,NA,365,3.5,NA,240,750,NA,0.24,28.5,969.55,10.56,6,1,2,NA,NA,NA,NA,1.11,NA,NA,5033217,13.53,-8.1,2.71,36.11,-16.82,9.64,0,36.82,1,0.11,139.7,248.51,1249.23,1567.17
3453,Insectivora,Tenrecidae,Potamogale,velox,Potamogale_velox,1,700,NA,320,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,2.48,2,NA,NA,NA,NA,1,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,4646234,9,-13.06,-2.03,36.11,6.7,21.41,0,30.95,1,0.13,133.62,237.04,1247,1539.03
3454,Diprotodontia,Potoroidae,Potorous,longipes,Potorous_longipes,1,1840,NA,359.99,NA,NA,NA,NA,3,NA,37.99,1,0.29,0.25,151,1,NA,120,NA,NA,40,NA,724.33,NA,NA,1,1,176.2,508,NA,NA,1.75,NA,NA,7280,-36.42,-37.76,-37.09,149.05,146.32,147.69,1,1.84,1,0.07,64.39,98.93,682.63,900.8
3455,Diprotodontia,Potoroidae,Potorous,platyops,Potorous_platyops,1,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3456,Diprotodontia,Potoroidae,Potorous,tridactylus,Potorous_tridactylus,1,1090,NA,349.99,NA,399.21,487.46,1077.5,2,NA,35.02,NA,NA,NA,133,1,2,144,0.31,NA,21.4,NA,349.29,NA,2,NA,1,169.99,203,NA,NA,NA,NA,NA,133609,-26.81,-42.91,-34.86,153.63,117.74,135.69,0,41.98,1,0.03,75.86,137.03,660.43,1046.17
3457,Carnivora,Procyonidae,Potos,flavus,Potos_flavus,1,2480,NA,511.31,16.95,NA,731.33,2157.5,4,160,117.1,2,0.22,0.2,365,1,1,348,172,183.03,34.5,NA,753.49,1,2,2,2,102.59,NA,NA,NA,NA,NA,NA,12770953,23.72,-23.1,0.3,-34.79,-102.55,-68.67,0,25.77,0,0.12,153.67,241.49,1306.64,1552.99
3458,Rodentia,Muridae,Praomys,delectorum,Praomys_delectorum,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267885,-2.18,-12.9,-7.54,39.55,32.76,36.15,2,42.57,5,0.15,73.64,219.98,922.36,1550.44
3459,Rodentia,Muridae,Praomys,hartwigi,Praomys_hartwigi,NA,38.9,NA,114.99,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,38316,7.67,4.3,5.99,11.81,9,10.41,8,56.85,9,0.1,183.69,228.26,1172.5,1521.47
3460,Rodentia,Muridae,Praomys,jacksoni,Praomys_jacksoni,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,35.5,NA,NA,NA,NA,3.69,NA,NA,NA,NA,NA,NA,64.65,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,3922075,8.73,-12.55,-1.9,37.17,8.69,22.93,0,30.03,1,0.13,131.74,235.23,1262.88,1548.96
3461,Rodentia,Muridae,Praomys,minor,Praomys_minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3908,-0.99,-1.66,-1.32,18.09,17.45,17.77,9,10.5,9,0.23,151.83,260.16,1494.33,1561.33
